BRAND,DATE,CONTENT,SENTIMENT,SERVICE,SOURCE_TYPE,MODELS_MENTIONED
Unknown,2026-04-28,Já vendeu?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-27,Lixo 🤡🤡🤡🤡🤡🤡,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Qual cidade,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Espetacular,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-08,Sem entrada,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Fraquinha !,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Bah q merda,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Eu queroooo,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Muito top..,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Descartável,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-10,Qual o ano?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Sabor picape,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-12,Qual o valor,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Show de bola,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-01,Oi.boa.noíte,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Viva a Hilux,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-04,To esperando,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-01,É muito lindo,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Nem de graça.,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Qual valor ??,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-10,Valor do Argo,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-26,Valor do Onix,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Roda horrivel,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Virtus vc tem,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-28,Quero s10 2018,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Montana cover!,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-15,Tem Araraquara,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Quato o valor?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Torro elétrico,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-30,Faltou ser 4X4,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Outra porcaria,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-19,Valor da strada,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-19,Onde tem em SP?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-25,Vc tem um creta,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Feinha ela hein,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Coisa horrorosa,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-02,Tem Cobalt 2015,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-01,Uma merda kkkkk,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-01,Linda camioneta,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-25,Onix o mais top,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Essa e feia viu,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-24,Você parcela no,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-12,Mobi ano 22 a24,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-18,Bruno Ribeiro...,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,É essa que quero,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Híbrida a 200mil,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,E a imagem de ia,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-27,Montana elétrica,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-01,Pickup everybody,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-17,Quero uma Strada,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-03,depende do preço,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Sou mais a TORO!,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
BYD,2026-04-28,"byd It,s my aggs",NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-17,Julio Nascimento,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-27,Polo qual valor?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Vai vender muito,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-24,Mais informações,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Kkkkk é piada né,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-01,Endereço da loja?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Vamos ver o Preço,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,E do proprietário,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,É só um protótipo,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Picape de asfalto,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Fiat,2026-03-24,Tem fiat mobi 2024,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Caramba inútil kkk,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-04,Valor. Tem branco?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-20,Uma grande verdade,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Não gostei do pneu,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-24,Verdade cade preço,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Que ridículo. Kkkk,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Qual é  o endereço,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Feia pra caramba 😜,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,"Tirar o sono,piada",NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Amo minha pampa  96,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,BOSTA 💩 A CAMINHO….,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-12,Onde fica essa loja,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Produto descartável,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Feita em Abs ? Kkkk,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Parece video da IA.,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-09,Vou denunciar vocês,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-09,Não caiam nesse papo,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
BYD,2025-06-01,o carro elétrico byd,NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-06,No boleto sério isso,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Tesla,2026-04-28,Carro elétrico TESLA,NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2026-04-28,Deus me livre de BYD,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,"Em resumo, uma bosta",NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-20,Não eh isso tudo não,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,😂 imagina o problema,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-26,Fujam desses carros.,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-25,Vocês tem corrolla ?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-21,Quanto  é esse carro,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Resumindo é uma merda,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Parece se plástico  ?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Prefiro minha Montana,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-27,Boa noite qual Cidade,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-14,isso ai é em MOSSORÓ?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Kkkkkk será mesmo ...,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-01,Que coisas horrorosa!,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Mais um lixo eletrico,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
BYD,2025-12-17,BYD é carro elétrico.,NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Aparentemente e boa 😅,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,E só protótipo apenas,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Carro elétrico e lixo,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Vão carpir um lote!!!,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Cópia só não faz igual,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,tem loja em São Luís ?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,B0staaaaaaaaaaaaaaaaaa,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-11,Eita glória Deus 🙏🙌❤️.,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-02,Alguém sabe o endereço,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-27,"cruzes, que carro feio",NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-24,Você parcela no boleto,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-10,Procuro um carro assim,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-26,Qual cidade essa loja?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Qual o valor da entrada,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Kkkkk essa foi boa hein,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-08,Higor Teixeira Verdade.,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Fiat,2026-04-29,Sou mas a Fiat estrada.,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
BYD,2026-04-02,Carro elétrico um BYD ?,NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-07,Atendimento  muito ruim,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Tesla,2024-12-14,Um carro elétrico Tesla,NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Eu quero 100% elétrico!,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-04,Continuacão até o final,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-09,Vocês tem o carro tera ?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,vou ir quinta feira ver!,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Carroceria muito pequena,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-25,Seminovos. Localiza. Com,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-11,Jean Júnior Higino Moura,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-22,Onde  fica   A cidade  ?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-21,E esse quao valor avista,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Lixooo  Carro de nutella,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Brunno Eugo kkkk verdade,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-30,Nem bike cabe na caçamba,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,😂 valor acima de 200 mil,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-09,CARRO  FOS  DONHOS😍❤️❤️❤️,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Sabor Toro sabor entendeu,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Preciso de cabine simples,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Troço feio da porra 😂😂😂😂😂,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-27,Pago 20 conto nessa bosta,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Tirar o sono? Vou dormir.,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-24,Vocês tem Honda city 2013,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-30,José Sebastião De Freitas,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Vai vender igual Coca-Cola,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Andre Saborito falou tudo!,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Mais 1 Bombinha no Mercado,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Só vi um carro de plástico,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Parece um pedaço de carvão,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Parabéns parabéns parabéns,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-26,Qual loja perto de Avaré ?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-08,Valor do carro 🚗 que ano é,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-10,Quanto a prestação por mês,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-23,Fica onde essa Localiza ??,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Porque ta tudo preto fosco,POSITIVE,Facebook,Unsegmented,['Unknown Model']
BYD,2026-04-29,No aguardo BYD Auto Brasil,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-05,Pega um versa 2015 na troca,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-10,Perfil  isso seria ótimo...,POSITIVE,Facebook,Unsegmented,['Unknown Model']
BYD,2025-05-05,E carro elétrico n é só byd,NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Isso vai ser uma lasanha 😝😝,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Mais isso é a nova toro kkk,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Mostra ela andando na pista,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Muito bonita e mega moderna,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Muito feia vai virar sucata,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Cópia mas não faz igual kkkk,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,"Faz igual, só não copia. 😂😂😂",NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-07,Plástico Plástico e plástico,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
BYD,2026-03-10,Um carro elétrico da BYD!!!!,NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2025-12-19,"O carro é elétrico, é da BYD",NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-16,Localiza Seminovos chamei lá,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-30,o meu belo topete em kkkkkkk,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Porta malas do vitus é maior,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-25,Queria saber mais sobre argo,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Onde ele viu o freio a disco?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-29,Não. Não estava curioso não 😅,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Foi feita em impressora 3d?🤣😂,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Tesla,2025-03-04,Tesla carro elétrico perigoso,NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-09,Higor Teixeira obrigado amigo,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Tudo isso por apenas 300 mil.,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-18,Outra Amarok da vida kkkkkkkk,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-13,Eu quero um carro automático!,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-07,Loja só vende carros bichados.,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,TEM QUE COMPETIR COM A ESTRADA,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-16,Oiii Um número de um vendedor?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Fabio Pires lixo é sua burrice,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
BYD,2025-05-31,@julistt3 o carro elétrico byd,NEUTRAL,Twitter,Unsegmented,['Unknown Model']
Unknown,2026-04-28,"A cor é bonita, é para por aí.",POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-15,"Quais as condições,45999163282",NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Tenque desbloquear primeiro !!,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Sem recarga rápida? Daí não dá,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Regis Ricci o carro é híbrido??,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
BYD,2026-05-05,Queria um carro elétrico da BYD,NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-27,Se for 220 mil mesmo vai flopar,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-15,Financiamento para negativados?,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-03-10,Quanto fica a prestação por mês,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
BYD,2024-11-14,Foi um carro elétrico? Um BYD ?,NEUTRAL,,Unsegmented,['Unknown Model']
Volvo,2025-06-03,Carro tá igual o volvo elétrico,NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2026-04-16,Meu carro elétrico será um BYD!,NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-22,Tenho interesse. Qual o valor ?,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-28,"P vender tem ter preço,e ser 4x4",NEUTRAL,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-06,"Feia que só ,i vai custar caro  ",NEGATIVE,Facebook,Unsegmented,['Unknown Model']
BYD,2025-05-10,COMPROU CARRO ELÉTRICO CHINÊS BYD,NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2025-03-27,Eu odeio a tesla e carro elétrico,NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-04-13,BYD MAIOR MARCA DE CARRO ELÉTRICO,NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-29,E um prototico e tudo em plástico,NEUTRAL,Facebook,Unsegmented,['Unknown Model']
BYD,2025-07-09,@tem_que_dizer Carro elétrico byd,NEUTRAL,Twitter,Unsegmented,['Unknown Model']
BYD,2025-03-17,Tá com cara de carro elétrico byd,NEGATIVE,,Unsegmented,['Unknown Model']
Unknown,2026-04-28,Outra porcaria chegando no Brasil,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-05-11,Qual o valor de um quarto pequeno,POSITIVE,Facebook,Unsegmented,['Unknown Model']
Unknown,2026-04-27,Praticamente uma cópia da toro. ..,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
Fiat,2026-04-28,Mistura de Fiat toro com a Montana,POSITIVE,Facebook,Unsegmented,['Unknown Model']
